date,news,what_it_affects,source,raw_text
2024-07-25,Auto financing shows downward trend for second straight year,Monetary Policy / Interest Rates,https://www.dawn.com/news/1847836/auto-financing-shows-downward-trend-for-second-straight-year,"Business Auto financing shows downward trend for second straight year Manufacturer of auto parts expresses hope that interest rate cuts will help revive financing. Updated 25 Jul, 2024 09:03am"
2024-07-25,Energy ministry calls for framework to deregulate fuel prices,Oil & Gas / Energy Sector,https://www.dawn.com/news/1847871/energy-ministry-calls-for-framework-to-deregulate-fuel-prices,"Pakistan Energy ministry calls for framework to deregulate fuel prices Directs Ogra chief to convene meeting today; two key stakeholders not invited. Published 25 Jul, 2024 07:41am"
2024-07-25,Falling T-bill yields fuel policy rate cut hopes,Monetary Policy / Interest Rates,https://www.dawn.com/news/1847841/falling-t-bill-yields-fuel-policy-rate-cut-hopes,"Business Falling T-bill yields fuel policy rate cut hopes Returns slashed by up to 56 bps; Rs481bn raised against Rs150bn target. Updated 25 Jul, 2024 08:34am"
2024-07-25,"If tax targets not met, govt might have to propose mini budget with new taxes: Miftah",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1847840,"Business If tax targets not met, govt might have to propose mini budget with new taxes: Miftah PBC chief believes ambitious tax target with higher expenditure will steepen budget deficit. Published 25 Jul, 2024 08:26am"
2024-07-25,Stocks add 410 points on economic outlook,Monetary Policy / Interest Rates; Credit Rating,https://www.dawn.com/news/1847835/stocks-add-410-points-on-economic-outlook,"Business Stocks add 410 points on economic outlook Expected policy rate cut, potential ratings upgrade from Moody's causes index to rise. Updated 25 Jul, 2024 09:06am"
2024-07-25,Tanners urge govt to cut tax burden for survival,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1847839/tanners-urge-govt-to-cut-tax-burden-for-survival,"Business Tanners urge govt to cut tax burden for survival Tanners' Association chairman warns that industry has been facing acute shortage of liquidity. Updated 25 Jul, 2024 08:41am"
2024-07-25,Trade gap widens 49pc with nine regional countries,Current Account / Trade,https://www.dawn.com/news/1847838/trade-gap-widens-49pc-with-nine-regional-countries,"Business Trade gap widens 49pc with nine regional countries Imports from China surge 40pc to $13.5bn in FY24. Updated 25 Jul, 2024 08:45am"
2024-07-26,"ADB approves $400m for housing, community development in Sindh flood rehabilitation",IMF / External Financing,https://www.dawn.com/news/1848158/adb-approves-400m-for-housing-community-development-in-sindh-flood-rehabilitation,"Pakistan ADB approves $400m for housing, community development in Sindh flood rehabilitation Project will support conditional cash grants for reconstructing 250,000 houses with multi-hazard resilient, environment-responsive designs. Updated 26 Jul, 2024 08:38pm"
2024-07-26,Aurangzeb in Beijing to seek debt relief,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1848103/aurangzeb-in-beijing-to-seek-debt-relief,"Business Aurangzeb in Beijing to seek debt relief The finance minister briefs Chinese minister of finance on Pakistan’s “efforts to introduce tax and energy reforms in the system”. Published 26 Jul, 2024 09:22am"
2024-07-26,Discos seek additional fuel cost adjustment of Rs2.63,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1848062/discos-seek-additional-fuel-cost-adjustment-of-rs263,"Business Discos seek additional fuel cost adjustment of Rs2.63 Proposed increase in FCA is on top of an average 20pc increase in annual base tariff effective July 1. Updated 26 Jul, 2024 09:48am"
2024-07-26,Imports of completely knocked down kits flourish in FY24,Current Account / Trade,https://www.dawn.com/news/1848097/imports-of-completely-knocked-down-kits-flourish-in-fy24,"Business Imports of completely knocked down kits flourish in FY24 Some market experts believe that thriving CKD imports by the local assemblers were also due to the low localisation of parts in locally assembled vehicles. Updated 26 Jul, 2024 09:55am"
2024-07-26,SBP reserves plunge $397m,Monetary Policy / Interest Rates; Debt / External Debt,https://www.dawn.com/news/1848100/sbp-reserves-plunge-397m,"Business SBP reserves plunge $397m The need to raise $24bn for external debt servicing in FY25 has created problems for economic managers. Published 26 Jul, 2024 09:20am"
2024-07-26,Stocks tumble 928 points on political tensions,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1848095/stocks-tumble-928-points-on-political-tensions,"Business Stocks tumble 928 points on political tensions Analyst says investor concerns about a settlement of $15 billion due to Chinese IPPs, a surging power tariff and political noise over banning opposition led to a bearish close. Published 26 Jul, 2024 09:05am"
2024-07-26,Trade gap with Middle East narrows,Current Account / Trade,https://www.dawn.com/news/1848101/trade-gap-with-middle-east-narrows,"Business Trade gap with Middle East narrows Pakistan’s exports to the Middle East rose 35.23pc to $3.155bn between July-June FY24 compared to $2.33bn. Updated 26 Jul, 2024 09:47am"
2024-07-27,Meat exports hit record $512m amid high demand,Current Account / Trade,https://www.dawn.com/news/1848260/meat-exports-hit-record-512m-amid-high-demand,"Business Meat exports hit record $512m amid high demand Export volume surges 24pc to 123,515 tonnes on the back of competitive prices. Updated 27 Jul, 2024 10:38am"
2024-07-27,Ongoing uncoordinated transition to low-carbon energy has urgent implications for social equity,Current Account / Trade,https://www.dawn.com/news/1848290,"Pakistan Ongoing uncoordinated transition to low-carbon energy has urgent implications for social equity Grid defection at the scale implied by import figures may add to the poor’s suffering. Published 27 Jul, 2024 10:32am"
2024-07-27,"Petrol, diesel prices likely to drop on Aug 1",Oil & Gas / Energy Sector,https://www.dawn.com/news/1848258/petrol-diesel-prices-likely-to-drop-on-aug-1,"Business Petrol, diesel prices likely to drop on Aug 1 Relief likely to be Rs2.90 for petrol, Rs8.50 for high-speed diesel. Updated 27 Jul, 2024 09:44am"
2024-07-27,SPI inflation eases to over two-year low,Inflation / CPI,https://www.dawn.com/news/1848262/spi-inflation-eases-to-over-two-year-low,"Business SPI inflation eases to over two-year low Though inflation has eased in the outgoing week, a reading of over 20pc is still high. Updated 27 Jul, 2024 10:28am"
2024-07-27,Stocks fall amid pre-monetary policy jitters,Stock Market (Direct); Monetary Policy / Interest Rates,https://www.dawn.com/news/1848264/stocks-fall-amid-pre-monetary-policy-jitters,"Business Stocks fall amid pre-monetary policy jitters PSX sees third negative session of the week with fluctuating index. Updated 27 Jul, 2024 10:47am"
2024-07-28,Exports to Europe dip in FY24 despite GSP+,Current Account / Trade,https://www.dawn.com/news/1848467/exports-to-europe-dip-in-fy24-despite-gsp,"Business Exports to Europe dip in FY24 despite GSP+ Demand for Pakistani goods is falling in western, southern, and northern Europe. Updated 28 Jul, 2024 08:37am"
2024-07-28,"Over 27,000 companies enrolled in FY24",Foreign Investment / FPI,https://www.dawn.com/news/1848464/over-27000-companies-enrolled-in-fy24,"Business Over 27,000 companies enrolled in FY24 Foreign investment has been reported in 688 new companies, including those from Afghanistan and Nigeria. Updated 28 Jul, 2024 09:12am"
2024-07-28,"Sharp fall in cotton prices worries ginners, growers",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1848462/sharp-fall-in-cotton-prices-worries-ginners-growers,"Business Sharp fall in cotton prices worries ginners, growers Increasing electricity and gas tariffs, tax hikes contributing to plummeting market price. Updated 28 Jul, 2024 09:20am"
2024-07-28,"Uncertainty chops off 2,100 points in a week",Monetary Policy / Interest Rates; Foreign Reserves,https://www.dawn.com/news/1848460/uncertainty-chops-off-2100-points-in-a-week,"Business Uncertainty chops off 2,100 points in a week Political uncertainty, $397m outflow from SBP's foreign reserves cause drop in index. Updated 28 Jul, 2024 09:36am"
2024-07-29,$27bn re-profiling needed to secure IMF bailout,IMF / External Financing,https://www.dawn.com/news/1848664/27bn-re-profiling-needed-to-secure-imf-bailout,"Business $27bn re-profiling needed to secure IMF bailout Pakistan asks China, Saudi Arabia, UAE to roll over $12bn annual debt portfolio by three to five years. Published 29 Jul, 2024 07:41am"
2024-07-29,A quest for value-added exports,Current Account / Trade,https://www.dawn.com/news/1848713/a-quest-for-value-added-exports,"Business A quest for value-added exports Curtailing imports to contain the current account deficit is no longer conducive; exports need to be improved. Updated 29 Jul, 2024 10:20am"
2024-07-29,China a major contributor to global economy: IMF,IMF / External Financing,https://www.dawn.com/news/1848714,"Business China a major contributor to global economy: IMF Beijing is responsible for more than a third of the world’s growth — any deceleration will be felt beyond its borders. Published 29 Jul, 2024 11:22am"
2024-07-29,"Declining GDPs linked with rising temperatures, climate change",GDP / Economic Growth,https://www.dawn.com/news/1848711/as-temperature-rises-gdp-falls,"Business Declining GDPs linked with rising temperatures, climate change Evidence indicates that a 1°C increase in global temperature will result in a peak loss of 12pc to global GDP. Published 29 Jul, 2024 10:37am"
2024-07-29,Exports crucial to minimising external financing gap,Current Account / Trade,https://www.dawn.com/news/1848713,"Business Exports crucial to minimising external financing gap Curtailing imports to contain the current account deficit is no longer conducive; exports need to be improved. Published 29 Jul, 2024 10:20am"
2024-07-29,Fitch upgrades Pakistan’s sovereign credit rating to CCC+ following IMF pact,IMF / External Financing; Credit Rating,https://www.dawn.com/news/1848753/fitch-upgrades-pakistans-sovereign-credit-rating-to-ccc-following-imf-pact,"Business Fitch upgrades Pakistan’s sovereign credit rating to CCC+ following IMF pact Predicts the govt will be able to obtain new funding assurances from bilateral partners, chiefly Saudi Arabia, the UAE and China. Updated 29 Jul, 2024 07:20pm"
2024-07-29,"Miftah vows to move court against sky-high electricity tariff, overbilling",Fiscal Policy / Budget / Taxes; Oil & Gas / Energy Sector,https://www.dawn.com/news/1848637/miftah-vows-to-move-court-against-sky-high-electricity-tariff-overbilling,"Pakistan Miftah vows to move court against sky-high electricity tariff, overbilling Awaam Pakistan party stages demonstration outside KE head office. Updated 29 Jul, 2024 11:21am"
2024-07-29,PSX unable to grow despite shattering records,Stock Market (Direct),https://www.dawn.com/news/1848645/the-paradox-of-psx,"Business PSX unable to grow despite shattering records Approximately 32 families dominate publicly listed companies, often with board structures composed of family members and close relatives. Published 29 Jul, 2024 10:44am"
2024-07-29,SBP cuts key policy rate by 100bps to 19.5pc,Monetary Policy / Interest Rates; Inflation / CPI,https://www.dawn.com/news/1848733/sbp-cuts-key-policy-rate-by-100bps-to-195pc,"Business SBP cuts key policy rate by 100bps to 19.5pc Monetary Policy Committee states easing of inflation as key reason behind the decision. Updated 29 Jul, 2024 05:34pm"
2024-07-29,Salaried individuals suffer the brunt of taxation policies,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1848644,"Business Salaried individuals suffer the brunt of taxation policies SMEs employing the largest workforce segment are unorganised, poor pay masters. Published 29 Jul, 2024 09:33am"
2024-07-29,Shares at PSX gain over 700 points ahead of MPC meeting,Stock Market (Direct),https://www.dawn.com/news/1848725/shares-at-psx-gain-over-700-points-ahead-of-mpc-meeting,"Business Shares at PSX gain over 700 points ahead of MPC meeting Analyst attributes bullish momentum to news reports of a supportive stance by China in debt re-profiling talks. Updated 29 Jul, 2024 04:06pm"
2024-07-30,Businesses unhappy with marginal cut  in interest rate,Monetary Policy / Interest Rates; Inflation / CPI,https://www.dawn.com/news/1848888/businesses-unhappy-with-marginal-cut-in-interest-rate,"Business Businesses unhappy with marginal cut  in interest rate Chief executive of OICCI says the drop in interest rate was positive but they  expected a higher cut in view of muted inflation numbers. Updated 30 Jul, 2024 10:04am"
2024-07-30,CPI inflation at cusp of reaching single-digit range: finance ministry,Monetary Policy / Interest Rates; Inflation / CPI; Banking Sector,https://www.dawn.com/news/1848977/cpi-inflation-at-cusp-of-reaching-single-digit-range-finance-ministry,"Business CPI inflation at cusp of reaching single-digit range: finance ministry Finance Minister Muhammad Aurangzeb says the interest rate cut decision by the central bank is a ""step in the right direction"". Updated 31 Jul, 2024 01:05pm"
